workflow_name,workflow_schedule
dbt_run_scheduled,"15,35,55 * * * *"
dbt_run_streamline_blocks,"0,20,40 * * * *"
dbt_run_streamline_collections,"5,25,45 * * * *"
dbt_run_streamline_transaction_results,"10,30,50 * * * *"
dbt_run_streamline_transactions,"10,30,50 * * * *"
dbt_test_tasks,"0,30 * * * *"
